country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nicaragua,11.1269347446119,19.8262031287428,3.68700160498801,5.45513425887415,8.0823879809911,7.19355053338952,7.135467852894,6.03596861798431,3.99737996694398,3.52317317628476,3.85067166284725,4.94723728039882,5.3762899084413,3.68181341625573,4.92841396948961
Panamá,4.16863300298888,8.75868317728783,2.40905304082197,3.49128872618805,5.87580243678762,5.69819959165999,4.0271599157105,2.62652699929154,0.137492058461537,0.739734025300028,0.875585918759888,0.761578359399943,-0.355083821021212,-1.55027540803759,1.63070337301891
Paraguay,8.1287764350453,10.1545446607876,2.59194673430563,4.65116279069769,8.25396825396827,3.67591897974491,2.68385738718591,5.0288276745676,3.12900274473923,4.08682280577243,3.60247741348939,3.97561015740691,2.75709727562792,1.76751592356686,4.78798310123612
Perú,1.77998644680372,5.78587598206754,2.93623153596699,1.52832059732903,3.36931095333853,3.61121294940175,2.76789666081994,3.4119457980747,3.39809194746299,3.55717663556281,2.99490045809446,1.50915423024742,2.25212191358024,2.00241205759293,4.27166381536796
República Dominicana,6.14356655248045,10.6446210953712,1.44215131834352,6.32993220146144,5.79676809206526,3.69449707884785,4.830950967408,2.99864226125217,0.836746346724583,1.61416607245221,3.27955694678546,3.56443426013507,1.8106037704296,3.78103179915516,8.24300347981817
San Vicente y las Granadinas,7.23614701584804,10.0662418245849,0.421539125687228,0.747109026311466,3.18603111552464,2.59844414147086,0.805127804267965,0.193858560794042,-1.73361194953949,-0.149641647633301,2.15333648840511,2.32414485367923,0.913069725324485,-0.628131309354661,1.57272932500565
Santa Lucía,2.82310373736928,5.54954769383938,-0.156936087168657,3.25034409180125,2.76940794144096,4.17763587102516,1.4685651103543,3.51695551369238,-0.983600952697014,-3.07821765676926,0.104262078958419,1.93561893150608,0.539087559191731,-1.75580833517596,2.41070312174385
Trinidad y Tobago,7.89438834757306,12.0303445477177,6.97808725251547,10.5492003179987,5.10713289264559,9.26028137068287,5.19981740465616,5.68441814595665,4.66121598098263,3.07066742464024,1.8803844018353,1.01856930188828,1.00054293027224,0.598986330824747,2.05922746915452
Uruguay,8.11464561179318,7.87707374730889,7.06221874388572,6.69870886978135,8.09283206302989,8.09776580573602,8.57513504005394,8.87735333229828,8.66626987079337,9.63941347635073,6.21809382561863,7.60653360377044,7.88198870879622,9.75640636078191,7.74791402314763
Venezuela,,,27.0809414466131,28.1874647092039,26.0902123160955,21.0689956331878,40.6394275161588,62.168649979483,121.738085297504,254.948534781815,,,,,
