country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nicaragua,9.96320571891726,9.64934861666322,9.28219919900943,9.41698808359128,9.34695389219918,9.64963314031791,9.84523391153832,9.59729243230449,9.38721912414763,9.5445733588246,10.1168512596583,11.5529541884435,13.3877012429833,14.7406399206039,15.3492942911868
Panamá,1.66838966756934,1.50263028275614,1.24277954304921,1.39264943865562,1.06151651680347,1.01633205292149,1.01184432422001,1.51518186589318,1.02455455355525,0.867792193438869,0.857448149356861,0.828403157891494,0.86714840619607,0.844271147081164,0.892514506336756
Paraguay,1.90848171580223,1.4731913743804,1.68775418813293,1.50356446194434,1.60168910920421,1.90581120158975,1.61886190670116,1.25474487879368,1.52890986973172,1.82007164354988,1.8054641700678,1.69760684833151,1.75605627223085,1.64741492260653,1.48215634790285
Perú,2.08553802579696,2.02706961928358,1.99357606247792,1.71756874165066,1.57017608748453,1.44716799759761,1.34571396885726,1.31308742318532,1.43571472544002,1.50283871968612,1.44603541786327,1.44869471291669,1.45667059722318,1.45688807977969,1.60882372106942
República Dominicana,7.72652688045552,7.49232991912186,7.07548049976463,7.21683499891093,7.30780323111749,7.02371791645223,7.155943135019,7.1604735874913,7.30164091776772,7.27616453268337,7.72244541437053,7.96875679350959,8.3432556329114,10.5671018519747,11.3989879945726
San Vicente y las Granadinas,4.04508252664775,3.65468841529341,4.0679215872856,4.03300518869614,4.09589901715926,4.26132770327859,4.13029307726528,5.65928291952966,5.31303551736622,5.51356966372223,5.39032777108577,5.24005524125676,8.71704832815541,7.22436717197004,7.74819914101831
Santa Lucía,2.14101175021687,2.01039085761155,1.99713966806069,1.95012596012098,1.86713063744779,1.85587133222362,1.81082589181432,2.0139634949826,2.24103903495264,2.05796668642397,2.09659890442696,2.08646226859083,2.06366235300167,3.71930082879792,3.74139653197218
Trinidad y Tobago,0.505507442361403,0.339054962370327,0.570097319287738,0.410236536229011,0.636337314850685,0.511711998588135,0.508202195541619,0.491132786082736,0.577994077582496,0.617813285000674,0.567671163996317,0.570291402927109,0.603843102180087,0.923280670563215,0.954391467104795
Uruguay,0.412104400464719,0.355368644671204,0.319235915592014,0.310022606419966,0.26861853123053,0.178685801206224,0.171817068158033,0.170925226859333,0.169438267758655,0.158016147132813,0.170286158854607,0.176637420489428,0.183357177234678,0.207460464700008,0.211959722525195
Venezuela,0.065548432809308,0.0433608263059885,0.0400257585249293,0.0363689675955094,0.0436043493161516,0.0309478780734656,0.0323445444562109,0.0265362345081267,,,,,,,
